"bp-Homecard href","Badge","bp-Homecard__Photo","ListingRemarks","bp-Homecard__Price--value","bp-Homecard__Stats--beds","bp-Homecard__Stats--baths","bp-Homecard__LockedStat--value"
"https://www.redfin.com/GA/Atlanta/1206-M-L-K-Jr-Dr-SW-30314/home/24626240","","1206 Martin Luther King Jr Dr SW, Atlanta, GA 30314","","$386,300","3 beds","2 baths","1,900"
"https://www.redfin.com/GA/Atlanta/914-Coleman-St-SW-30310/home/24630933","","914 Coleman St SW, Atlanta, GA 30310","","$175,000","1 bed","1 bath","800"
"https://www.redfin.com/GA/Atlanta/866-Welch-St-SW-30310/home/24630952","","866 Welch St SW, Atlanta, GA 30310","","$525,000","4 beds","3.5 baths","1,922"
"https://www.redfin.com/GA/Atlanta/4353-Glengary-Dr-NE-30342/home/24631958","","4353 Glengary Dr NE, Atlanta, GA 30342","","$755,000","4 beds","2 baths","2,632"
"https://www.redfin.com/GA/Atlanta/2911-Allegro-Dr-NW-30318/home/24633734","","2911 Allegro Dr NW, Atlanta, GA 30318","","$320,000","5 beds","3 baths","2,117"
"https://www.redfin.com/GA/Atlanta/6811-Mancha-St-30349/home/24637831","","6811 Mancha St, Atlanta, GA 30349","","$305,000","4 beds","3 baths","—"
"https://www.redfin.com/GA/Atlanta/939-N-Grand-Ave-NW-30318/home/24637867","","939 N Grand Ave NW, Atlanta, GA 30318","","$300,000","3 beds","2.5 baths","1,564"
"https://www.redfin.com/GA/Atlanta/2170-Belvedere-Ave-SW-30311/home/24638187","","2170 SW Belvedere Ave SW, Atlanta, GA 30311","","$165,000","2 beds","1 bath","1,231"
"https://www.redfin.com/GA/Atlanta/2126-Boulevard-Granada-SW-30311/home/24638600","","2126 Boulevard Granada SW, Atlanta, GA 30311","","$359,000","3 beds","1 bath","1,650"
"https://www.redfin.com/GA/Atlanta/2575-Ravencliff-Rd-30349/home/24645494","","2575 Ravencliff Rd, Atlanta, GA 30349","","$290,000","3 beds","2.5 baths","1,758"
"https://www.redfin.com/GA/Atlanta/695-Elbert-St-SW-30310/home/24645709","","695 Elbert St SW, Atlanta, GA 30310","","$424,000","3 beds","2 baths","1,550"
"https://www.redfin.com/GA/Atlanta/1261-Byewood-Ln-SW-30310/home/24646816","","1261 SW Byewood Ln, Atlanta, GA 30310","","$385,000","4 beds","2 baths","1,662"
"https://www.redfin.com/GA/Atlanta/1570-Langston-Ave-SW-30310/home/24646915","","1570 Langston Ave SW, Atlanta, GA 30310","","$280,000","2 beds","1 bath","914"
"https://www.redfin.com/GA/Atlanta/638-S-Grand-Ave-NW-30318/home/24648891","","638 S Grand Ave NW, Atlanta, GA 30318","","$369,900","5 beds","3 baths","2,200"
"https://www.redfin.com/GA/Atlanta/3508-Pine-Forest-Dr-SE-30354/home/24649942","","3508 Pine Forest Dr SE, Atlanta, GA 30354","","$232,000","3 beds","2 baths","1,188"
"https://www.redfin.com/GA/Atlanta/710-Oakland-Ave-SE-30315/home/24651911","","710 Oakland Ave, Atlanta, GA 30315","","$665,000","3 beds","2 baths","2,206"
"https://www.redfin.com/GA/Atlanta/534-Grant-St-SW-30315/home/24653409","","534 Grant St, Atlanta, GA 30315","","$133,000","2 beds","1 bath","889"
"https://www.redfin.com/GA/Atlanta/1035-Curran-St-NW-30318/home/24655302","","1035 Curran St NW, Atlanta, GA 30318","","$421,900","3 beds","2 baths","1,392"
"https://www.redfin.com/GA/Atlanta/932-Kings-Ct-NE-30306/home/24656380","SOLD BY REDFIN","932 Kings Ct NE, Atlanta, GA 30306","Charming home on the most amazing street in Morningside! Come experience the relaxing rocking chair front porch and lush green front yard. The Japanese Magnolia provides beautiful pink blooms in the spring. Inside welcomes you in with calming neutral colors and handsome hardwood floors in the common areas and the bedrooms. This home boasts large windows and a modern kitchen with granite counters, a breakfast bar, and stainless-steel appliances. Two nice sized bedrooms, one with balcony access and the other with a built-in desk, share a hall bath on the main level. Upstairs, the large primary suite offers a private balcony, private laundry, a walk-in closet, storage galore, and plenty of roo","$725,000","4 beds","3 baths","2,100"
"https://www.redfin.com/GA/Atlanta/19-Wieuca-Trce-NE-30342/home/24658184","SOLD BY REDFIN","19 Wieuca Trce, Atlanta, GA 30342","European inspired Buckhead Beauty in a private gated community. The light-filled two-story foyer leads to a gracious dining rm large enough to invite everyone! The fireside great rm has a vaulted ceiling  &  french doors opening to the expansive balcony. Chef's kitchen has all of today's popular finishes  &  opens to the keeping rm w/ floor to ceiling stone fireplace. Luxurious Master suite on the main also opens to the balcony. Finished terrace level has full kitchen, bdrm, full  &  half bath, perfect for in-law suite! Climate-controlled wine cellar, media rm  &  game area. Fenced rear yard has stone steps  &  patio adding to the old world charm of this wonderful home.","$881,000","5 beds","5 baths","5,801"
"https://www.redfin.com/GA/Atlanta/3996-Land-O-Lakes-Dr-NE-30342/home/24659948","SOLD BY REDFIN MAR 5, 2025","3996 Land O Lakes Dr NE, Atlanta, GA 30342","Welcome to this stunning, flawlessly renovated home in the heart of North Buckhead! Zoned for Sarah Smith Elementary School, this beautiful property features 5 bedrooms and 3 1/2 baths. The main floor features a home office/private den, large formal dining room that can easily seat 12+, and guest bedroom with private en-suite. You’ll pass an additional half bath before you enter the cozy fireside living room with access to the large open-air deck that’s great for entertaining. You’ll be “wowed” as you enter the amazing updated chef’s kitchen, with its Carrara marble countertops, updated appliances, expansive island, and abundance of cabinetry. Enjoy your","$1,100,000","5 beds","3.5 baths","3,885"
"https://www.redfin.com/GA/Atlanta/5000-Spruce-Bluff-Dr-30350/home/24660368","SOLD BY REDFIN","5000 Spruce Bluff Dr, Sandy Springs, GA 30350","Welcome to River Bluff, a quiet, established community in sought-after Sandy Springs and the award-winning North Springs school district. This stately four-sided brick beauty sits on a lot as gorgeous and unique as the home itself. Entering, you are greeted by the impressive 2-story foyer showcasing a stunning lead glass arched window and an extra deep double trey ceiling with custom moulding. The spacious den opens to the great room featuring lovely built-ins and a striking stone fireplace. A wall of windows keeps the space bright and airy while the dual french doors invite you to step out to the huge sunroom, what an unexpected bonus in this already amazing property! The open chef's kitch","$740,000","4 beds","3.5 baths","3,701"
"https://www.redfin.com/GA/Atlanta/1403-Masons-Creek-Cir-30350/home/24665274","SOLD BY REDFIN","1403 Masons Creek Cir, Sandy Springs, GA 30350","Welcome to Masons Creek, an amenity rich, gated townhome community in sought-after Sandy Springs! You are invited in through the charming covered front porch to be greeted by new LVP flooring throughout the entire main level. This light and bright open floorplan has a seamless flow, ideal for entertaining. The spacious dining area leads to the well appointed kitchen with tons of storage and counter space. Continue to the fireside greatroom with large windows to let in the natural light. Bring the outdoors in on the back patio backing to greenspace and bursting with color. What a perfect place for morning coffee or to decompress after a long day. The guest powder room is conveniently tucked","$326,000","2 beds","2.5 baths","1,400"
"https://www.redfin.com/GA/Atlanta/2232-Dunseath-Ave-NW-30318/unit-307/home/24667933","","2232 Dunseath Ave NW #307, Atlanta, GA 30318","","$250,000","2 beds","1.5 baths","950"
"https://www.redfin.com/GA/Atlanta/2842-Glenlocke-Cir-NW-30318/home/24668571","","2842 Glenlocke Cir NW, Atlanta, GA 30318","","$402,000","4 beds","2.5 baths","2,519"
"https://www.redfin.com/GA/Atlanta/3045-Highgreen-Trl-30349/home/24669339","","3045 Highgreen Trl, Atlanta, GA 30349","","$392,000","5 beds","3 baths","3,187"
"https://www.redfin.com/GA/Union-City/8948-Crestview-Cir-30291/home/24669491","","8948 Crest View Cir, Union City, GA 30291","","$242,400","4 beds","2.5 baths","2,872"
"https://www.redfin.com/GA/Atlanta/610-Pember-Pt-30350/home/24670570","","610 Pember Pt, Sandy Springs, GA 30350","","$450,000","3 beds","3.5 baths","1,712"
"https://www.redfin.com/GA/Atlanta/5107-Barrington-Trace-Dr-SW-30331/home/24671248","","5107 Barrington Trce SW, Atlanta, GA 30331","","$475,000","5 beds","4.5 baths","2,003"
"https://www.redfin.com/GA/Atlanta/655-Mead-St-SE-30312/unit-29/home/24672073","","655 Mead St SE #29, Atlanta, GA 30312","","$440,000","2 beds","2 baths","1,280"
"https://www.redfin.com/GA/Atlanta/6508-Snowden-Dr-30349/home/24672709","","6508 Snowden Dr, College Park, GA 30349","","$330,000","4 beds","2.5 baths","2,761"
"https://www.redfin.com/GA/Atlanta/3489-Parc-Dr-SW-30311/home/24673530","","3489 Parc Dr SW, Atlanta, GA 30311","","$243,000","3 beds","2.5 baths","1,600"
"https://www.redfin.com/GA/Atlanta/6036-Hemperly-Rd-30349/home/24674007","","6036 Hemperly Rd, Atlanta, GA 30349","","$299,900","4 beds","2.5 baths","2,683"
"https://www.redfin.com/GA/Atlanta/6009-City-Walk-Ln-30328/unit-2/home/24675840","","6009 City Walk Ln #2, Sandy Springs, GA 30328","","$542,000","3 beds","3.5 baths","3,200"
"https://www.redfin.com/GA/Atlanta/657-Woods-Dr-NW-30318/home/24677348","","657 Woods Dr NW, Atlanta, GA 30318","","$299,000","3 beds","2 baths","1,166"
"https://www.redfin.com/GA/Atlanta/585-Boulevard-SE-30312/home/24680418","","585 Boulevard SE, Atlanta, GA 30312","","$550,000","3 beds","2.5 baths","2,879"
"https://www.redfin.com/GA/Atlanta/383-Plainville-Dr-SW-30331/home/24686763","","383 Plainville Dr SW, Atlanta, GA 30331","","$190,000","3 beds","2.5 baths","1,294"
"https://www.redfin.com/GA/Atlanta/2096-Verbena-St-NW-30314/home/24692579","","2096 Verbena St NW, Atlanta, GA 30314","","$175,000","2 beds","2 baths","1,285"
"https://www.redfin.com/GA/Atlanta/3873-Roswell-Rd-NE-30342/unit-10/home/24692822","","3873 Roswell Rd NE #10, Atlanta, GA 30342","","$463,000","3 beds","2.5 baths","2,514"
"https://www.redfin.com/GA/Atlanta/855-Abercorn-Dr-SW-30331/home/24698244","","855 Abercorn Dr SW, Atlanta, GA 30331","","$475,000","4 beds","2.5 baths","3,168"
"https://www.redfin.com/GA/Atlanta/1120-Liberty-Pkwy-NW-30318/home/24705241","","1120 Liberty Pkwy NW, Atlanta, GA 30318","","$320,000","3 beds","3.5 baths","1,600"
"https://www.redfin.com/GA/Atlanta/919-Telfair-Close-30350/unit-22/home/24705701","","919 Telfair Close #22, Atlanta, GA 30350","","$478,000","3 beds","3.5 baths","2,200"
"https://www.redfin.com/GA/Atlanta/1512-Liberty-Pkwy-NW-30318/home/24708165","","1512 Liberty Pkwy NW, Atlanta, GA 30318","","$355,000","3 beds","3 baths","1,326"
"https://www.redfin.com/GA/Atlanta/2080-Garrison-Way-NW-30318/home/24708829","","2080 Garrison Way NW, Atlanta, GA 30318","","$600,000","5 beds","4.5 baths","2,827"
"https://www.redfin.com/GA/Atlanta/4201-Sublime-Trl-30349/home/24709195","","4201 Sublime Trl, Atlanta, GA 30349","","$478,600","5 beds","4 baths","3,520"
"https://www.redfin.com/GA/Atlanta/748-Pelham-St-NW-30318/home/24709884","","748 Pelham St NW, Atlanta, GA 30318","","$232,500","3 beds","1 bath","1,320"
"https://www.redfin.com/GA/South-Fulton/2625-Fox-Hall-Ln-N-30349/home/24716063","","2625 Fox Hall Ln N, College Park, GA 30349","","$300,000","4 beds","2 baths","1,912"
"https://www.redfin.com/GA/Atlanta/1279-Graymont-Dr-SW-30310/home/24717684","","1279 Graymont Dr, Atlanta, GA 30310","","$235,000","3 beds","2 baths","1,000"
"https://www.redfin.com/GA/Atlanta/1455-Lanvale-Dr-SW-30310/home/24718030","","1455 Lanvale Dr SW, Atlanta, GA 30310","","$355,000","3 beds","2 baths","1,012"
"https://www.redfin.com/GA/Atlanta/1108-Graymont-Dr-SW-30310/home/24718035","","1108 Graymont Dr SW, Atlanta, GA 30310","","$415,000","3 beds","3 baths","1,540"
"https://www.redfin.com/GA/Atlanta/1136-Indale-Pl-SW-30310/home/24718055","","1136 Indale Pl SW, Atlanta, GA 30310","","$465,000","3 beds","2.5 baths","2,066"
"https://www.redfin.com/GA/Atlanta/3758-Stamford-Rd-SW-30331/home/24718176","","3758 Stamford Rd SW, Atlanta, GA 30331","","$300,000","4 beds","3 baths","1,753"
"https://www.redfin.com/GA/Atlanta/1797-S-Olympian-Way-SW-30310/home/24718353","","1797 S Olympian Way SW, Atlanta, GA 30310","","$469,000","3 beds","2.5 baths","961"
"https://www.redfin.com/GA/Atlanta/1666-Westwood-Ave-SW-30310/home/24718412","","1666 Westwood Ave SW, Atlanta, GA 30310","","$328,000","3 beds","2 baths","1,218"
"https://www.redfin.com/GA/Atlanta/1583-Centra-Villa-Dr-SW-30311/home/24719065","","1583 Centra Villa Dr SW, Atlanta, GA 30311","","$285,000","3 beds","2 baths","1,215"
"https://www.redfin.com/GA/Atlanta/1015-Eisenhower-Ct-SE-30354/home/24720557","","1015 Eisenhower Ct SE, Atlanta, GA 30354","","$229,000","3 beds","2 baths","1,000"
"https://www.redfin.com/GA/Atlanta/896-Harwell-Rd-NW-30318/home/24721825","","896 Harwell Rd NW, Atlanta, GA 30318","","$180,000","4 beds","2.5 baths","1,169"
"https://www.redfin.com/GA/Atlanta/226-Polar-Rock-Rd-SW-30315/home/24723254","","226 Polar Rock Rd SW, Atlanta, GA 30315","","$112,000","2 beds","1 bath","1,800"
"https://www.redfin.com/GA/Atlanta/2910-3rd-Ave-SW-30315/home/24724481","","2910 3rd Ave SW, Atlanta, GA 30315","","$372,000","3 beds","2 baths","2,060"
"https://www.redfin.com/GA/Atlanta/7750-Roswell-Rd-30350/unit-8D/home/24727883","SOLD BY REDFIN","7750 Roswell Rd Unit 8D, Sandy Springs, GA 30350","Fantastic end-unit in convenient Sandy Springs swim/tennis community. Hardwood flooring throughout, renovated baths, new interior doors. There is a bright family room and separate dining room. The kitchen looks out towards the backyard and a multi-functional area perfect for an office or craft/play space. The owner's suite has a walk-in closet, cozy sitting area and new vanity, flooring and tile in the bathroom. A private, fenced courtyard space completes the back exterior. Prime location! Close to major employers like Mercedes-Benz and car dealerships, a nearby golf course, Morgan Falls Park, and just a 5-minute walk to Big Tree Forest Nature Reserve. This property offers the perfect blend","$300,000","3 beds","2.5 baths","1,470"
"https://www.redfin.com/GA/Atlanta/14-Park-Cir-NE-30305/home/24728577","SOLD BY REDFIN","14 Park Cir NE, Atlanta, GA 30305","Beautifully preserved and tastefully renovated, this charming home is the one to tour this season. Built in the Craftsman Style, this 1924 gem is the oldest standing home located in the sought-after Peachtree Park neighborhood and is situated in the original historic section with wide-frontage, wide streets, sidewalks, traffic island and close proximity to fantastic restaurants, shopping and entertainment – all viewed from a large covered front porch. Open the front door to experience the finest details and marvelous layout: original oak and heart pine hardwood floors, high ceilings and open concept with elegant living and dining rooms. Principal bedroom is located on the main floor w","$1,225,000","5 beds","3 baths","2,985"
"https://www.redfin.com/GA/Atlanta/526-Bolton-Rd-NW-30331/home/24734305","SOLD BY REDFIN","526 Bolton Rd NW, Atlanta, GA 30331","Investors and handy buyers take a look!! Original home was built in the 1930's. Owner added an addition in the 90's. Home features 4 bedrooms and 2 bathrooms. It is set within a serene and huge lot featuring a custom built koi pond (fish convey with the sale!), a detached 2 car garage and a storage shed. Within the home you will find a large living room as well as a second living room or ""den"". Location, location! Located just minutes from downtown while enjoying the greenery of the huge yard- it is the perfect mix of both! Please note- home is in need of some TLC- will only go conventional or cash. Owner occupied so please read disclosures before viewing. Looking for a quick clos","$155,000","4 beds","2 baths","1,838"
"https://www.redfin.com/GA/Atlanta/6381-Beaver-Creek-Trl-30349/home/24743410","SOLD BY REDFIN","6381 Beaver Creek Trl, Atlanta, GA 30349","This impressive 2-story home is ready for you to move-in. Bay floor plan home with 5 bedrooms and 3 bathrooms. Walk into gorgeous floors, vibrant recessed lighting, and modern finishes and colors. The kitchen features granite counters, ample cabinet space, and stainless-steel appliances. The open floor plan allows for daily interaction while the majority of bedrooms are located upstairs. A primary suite upstairs offers an en-suite bathroom and walk-in closet. You’ll find plenty of closet space throughout the house as well as an oversized utility room and 2 car garage.","$355,000","5 beds","3 baths","2,248"
